"","rawid","roi","volume","min","max","mean","std","type","level"
"1","kirby127a_3_1_ax.img","Telencephalon_L",531111,0,374,128.3013,51.8593,1,1
"2","kirby127a_3_1_ax.img","Telencephalon_R",543404,0,300,135.0683,53.6471,1,1
"3","kirby127a_3_1_ax.img","Diencephalon_L",9683,15,295,193.5488,32.2733,1,1
"4","kirby127a_3_1_ax.img","Diencephalon_R",9678,10,335,193.7051,32.7869,1,1
"5","kirby127a_3_1_ax.img","Mesencephalon",10268,55,307,230.8583,29.2249,1,1
"6","kirby127a_3_1_ax.img","Metencephalon",159402,2,299,138.52,52.2241,1,1
"7","kirby127a_3_1_ax.img","Myelencephalon",4973,12,286,199.8497,36.6501,1,1
"8","kirby127a_3_1_ax.img","CSF",109776,0,258,33.0193,26.3262,1,1
"9","kirby127a_3_1_ax.img","CerebralCortex_L",276965,0,249,88.5014,27.751,1,2
"10","kirby127a_3_1_ax.img","CerebralCortex_R",282858,0,295,93.7283,28.1726,1,2
"11","kirby127a_3_1_ax.img","CerebralNucli_L",12380,14,273,165.5364,28.7978,1,2
"12","kirby127a_3_1_ax.img","CerebralNucli_R",13073,16,273,168.7348,30.4016,1,2
"13","kirby127a_3_1_ax.img","Thalamus_L",6342,38,268,192.1482,24.4523,1,2
"14","kirby127a_3_1_ax.img","Thalamus_R",6372,34,265,194.3232,27.0116,1,2
"15","kirby127a_3_1_ax.img","BasalForebrain_L",3341,15,295,196.2076,43.278,1,2
"16","kirby127a_3_1_ax.img","BasalForebrain_R",3306,10,335,192.514,41.6949,1,2
"17","kirby127a_3_1_ax.img","Mesencephalon_L",4943,57,296,228.3875,27.4134,1,2
"18","kirby127a_3_1_ax.img","Mesencephalon_R",5325,55,307,233.1521,30.6334,1,2
"19","kirby127a_3_1_ax.img","Metencephalon_R",79910,2,299,144.9297,53.1512,1,2
"20","kirby127a_3_1_ax.img","Metencephalon_L",79493,3,275,132.0767,50.4612,1,2
"21","kirby127a_3_1_ax.img","Myelencephalon_L",2403,25,283,196.0509,37.1295,1,2
"22","kirby127a_3_1_ax.img","Myelencephalon_R",2571,12,286,203.4001,35.834,1,2
"23","kirby127a_3_1_ax.img","WhiteMatter_L",241767,2,374,171.9891,34.4828,1,2
"24","kirby127a_3_1_ax.img","WhiteMatter_R",247473,10,300,180.541,35.8129,1,2
"25","kirby127a_3_1_ax.img","Ventricle",45791,0,258,37.3184,34.2745,1,2
"26","kirby127a_3_1_ax.img","Sulcus_L",33971,0,137,29.4653,17.5085,1,2
"27","kirby127a_3_1_ax.img","Sulcus_R",30015,0,161,30.4828,18.6214,1,2
"28","kirby127a_3_1_ax.img","Frontal_L",98664,3,216,84.0761,26.2082,1,3
"29","kirby127a_3_1_ax.img","Frontal_R",98601,0,223,86.7462,24.5228,1,3
"30","kirby127a_3_1_ax.img","Parietal_L",41675,1,166,77.8193,22.4837,1,3
"31","kirby127a_3_1_ax.img","Parietal_R",47756,0,176,83.4276,24.1664,1,3
"32","kirby127a_3_1_ax.img","Temporal_L",63338,0,187,90.6359,24.3093,1,3
"33","kirby127a_3_1_ax.img","Temporal_R",61805,1,203,101.3945,25.6216,1,3
"34","kirby127a_3_1_ax.img","Limbic_L",30777,5,249,115.279,31.8381,1,3
"35","kirby127a_3_1_ax.img","Limbic_R",34931,5,295,115.0251,33.5186,1,3
"36","kirby127a_3_1_ax.img","Occipital_L",37254,1,188,86.5518,27.413,1,3
"37","kirby127a_3_1_ax.img","Occipital_R",35034,0,220,92.6425,29.3143,1,3
"38","kirby127a_3_1_ax.img","Insula_L",7241,10,209,102.3419,22.1017,1,3
"39","kirby127a_3_1_ax.img","Insula_R",7082,10,246,112.8027,24.011,1,3
"40","kirby127a_3_1_ax.img","BasalGang_L",10397,14,273,170.1155,28.0932,1,3
"41","kirby127a_3_1_ax.img","BasalGang_R",10725,16,273,172.6275,30.8627,1,3
"42","kirby127a_3_1_ax.img","Thalamus_L",6342,38,268,192.1482,24.4523,1,3
"43","kirby127a_3_1_ax.img","Thalamus_R",6372,34,265,194.3232,27.0116,1,3
"44","kirby127a_3_1_ax.img","BasalForebrain_L",3341,15,295,196.2076,43.278,1,3
"45","kirby127a_3_1_ax.img","BasalForebrain_R",3306,10,335,192.514,41.6949,1,3
"46","kirby127a_3_1_ax.img","midbrain_L",4943,57,296,228.3875,27.4134,1,3
"47","kirby127a_3_1_ax.img","midbrain_R",5325,55,307,233.1521,30.6334,1,3
"48","kirby127a_3_1_ax.img","Cerebellum_R",71877,2,265,135.6437,46.9902,1,3
"49","kirby127a_3_1_ax.img","Cerebellum_L",72003,3,250,122.9753,43.0713,1,3
"50","kirby127a_3_1_ax.img","Pons_L",7491,35,275,219.5655,27.2021,1,3
"51","kirby127a_3_1_ax.img","Pons_R",8033,61,299,228.0194,25.8863,1,3
"52","kirby127a_3_1_ax.img","Medulla_L",2403,25,283,196.0509,37.1295,1,3
"53","kirby127a_3_1_ax.img","Medulla_R",2571,12,286,203.4001,35.834,1,3
"54","kirby127a_3_1_ax.img","AnteriorWM_L",87012,9,374,172.239,33.3689,1,3
"55","kirby127a_3_1_ax.img","AnteriorWM_R",91755,11,278,172.5715,31.9999,1,3
"56","kirby127a_3_1_ax.img","PosteriorWM_L",70431,2,254,155.9679,28.4589,1,3
"57","kirby127a_3_1_ax.img","PosteriorWM_R",71552,15,278,169.6777,32.2965,1,3
"58","kirby127a_3_1_ax.img","CorpusCallosum_L",12130,15,304,211.2458,31.5447,1,3
"59","kirby127a_3_1_ax.img","CorpusCallosum_R",13167,11,300,216.209,32.539,1,3
"60","kirby127a_3_1_ax.img","InferiorWM_L",57873,11,278,178.9045,32.4474,1,3
"61","kirby127a_3_1_ax.img","InferiorWM_R",57299,10,285,195.5827,34.5442,1,3
"62","kirby127a_3_1_ax.img","LimbicWM_L",14322,13,276,188.0661,34.7571,1,3
"63","kirby127a_3_1_ax.img","LimbicWM_R",13702,14,287,193.4625,38.4176,1,3
"64","kirby127a_3_1_ax.img","LateralVentricle_L",21332,0,258,31.7147,29.8467,1,3
"65","kirby127a_3_1_ax.img","LateralVentricle_R",19342,0,245,35.2398,33.2871,1,3
"66","kirby127a_3_1_ax.img","III_ventricle",2418,6,214,73.2938,35.4151,1,3
"67","kirby127a_3_1_ax.img","FrontSul_L",15004,0,116,28.9511,16.5722,1,3
"68","kirby127a_3_1_ax.img","FrontSul_R",11232,0,99,27.6766,17.3101,1,3
"69","kirby127a_3_1_ax.img","CentralSul_L",2159,0,92,25.2674,15.2438,1,3
"70","kirby127a_3_1_ax.img","CentralSul_R",1750,1,91,31.6001,17.4947,1,3
"71","kirby127a_3_1_ax.img","SylvianFissureExt_L",3826,0,137,30.7535,19.2084,1,3
"72","kirby127a_3_1_ax.img","SylvianFissureExt_R",2925,1,132,35.2803,19.9569,1,3
"73","kirby127a_3_1_ax.img","ParietSul_L",8739,0,88,27.4541,16.8708,1,3
"74","kirby127a_3_1_ax.img","ParietSul_R",9728,0,98,28.8671,18.0696,1,3
"75","kirby127a_3_1_ax.img","CinguSul_L",1173,1,103,45.2682,19.012,1,3
"76","kirby127a_3_1_ax.img","CinguSul_R",1419,1,133,42.3173,21.0417,1,3
"77","kirby127a_3_1_ax.img","OcciptSul_L",1934,0,112,32.0993,19.2229,1,3
"78","kirby127a_3_1_ax.img","OcciptSul_R",2054,0,120,34.54,19.996,1,3
"79","kirby127a_3_1_ax.img","TempSul_L",1139,1,97,34.5616,17.1574,1,3
"80","kirby127a_3_1_ax.img","TempSul_R",910,2,161,37.2256,16.8987,1,3
"81","kirby127a_3_1_ax.img","IV_ventricle",2700,3,227,64.2627,40.7481,1,3
"82","kirby127a_3_1_ax.img","SFG_L",28786,4,193,78.3376,23.2245,1,4
"83","kirby127a_3_1_ax.img","SFG_R",26430,4,175,79.9855,22.7429,1,4
"84","kirby127a_3_1_ax.img","MFG_L",26237,4,189,78.5728,23.3372,1,4
"85","kirby127a_3_1_ax.img","MFG_R",27599,0,182,82.2355,21.5985,1,4
"86","kirby127a_3_1_ax.img","IFG_L",13080,7,183,87.5619,23.9278,1,4
"87","kirby127a_3_1_ax.img","IFG_R",11608,3,182,90.0031,22.1508,1,4
"88","kirby127a_3_1_ax.img","OG_L",9513,3,216,106.6316,28.3897,1,4
"89","kirby127a_3_1_ax.img","OG_R",9233,9,207,105.5468,24.9794,1,4
"90","kirby127a_3_1_ax.img","RG_L",6304,6,213,107.7967,26.8517,1,4
"91","kirby127a_3_1_ax.img","RG_R",6209,6,223,108.1635,25.0899,1,4
"92","kirby127a_3_1_ax.img","PoCG_L",10698,3,151,77.1192,22.3556,1,4
"93","kirby127a_3_1_ax.img","PoCG_R",11178,3,175,82.43,24.1229,1,4
"94","kirby127a_3_1_ax.img","PrCG_L",14746,3,177,77.2872,22.2285,1,4
"95","kirby127a_3_1_ax.img","PrCG_R",17523,4,173,84.3954,23.018,1,4
"96","kirby127a_3_1_ax.img","SPG_L",7564,1,157,79.3349,22.6782,1,4
"97","kirby127a_3_1_ax.img","SPG_R",6928,13,173,84.7121,23.4871,1,4
"98","kirby127a_3_1_ax.img","SMG_L",8626,1,160,76.9878,22.8247,1,4
"99","kirby127a_3_1_ax.img","SMG_R",9497,0,169,83.9725,23.8536,1,4
"100","kirby127a_3_1_ax.img","AG_L",7430,4,159,75.3894,21.2562,1,4
"101","kirby127a_3_1_ax.img","AG_R",13580,1,173,83.2116,25.0679,1,4
"102","kirby127a_3_1_ax.img","PrCu_L",7359,2,166,80.7071,22.8638,1,4
"103","kirby127a_3_1_ax.img","PrCu_R",6574,5,176,83.4294,23.404,1,4
"104","kirby127a_3_1_ax.img","STG_L",17820,0,187,88.667,25.1753,1,4
"105","kirby127a_3_1_ax.img","STG_R",16656,1,203,98.2352,26.7454,1,4
"106","kirby127a_3_1_ax.img","MTG_L",18933,2,182,85.4154,22.3409,1,4
"107","kirby127a_3_1_ax.img","MTG_R",19300,10,196,95.1683,22.6311,1,4
"108","kirby127a_3_1_ax.img","ITG_L",12554,6,181,91.3886,21.9241,1,4
"109","kirby127a_3_1_ax.img","ITG_R",12336,5,192,104.4645,22.9659,1,4
"110","kirby127a_3_1_ax.img","Limbic_L",2180,10,214,136.1063,26.5884,1,4
"111","kirby127a_3_1_ax.img","Limbic_R",2289,15,245,145.4405,29.0752,1,4
"112","kirby127a_3_1_ax.img","FuG_L",14032,3,185,99.507,25.262,1,4
"113","kirby127a_3_1_ax.img","FuG_R",13514,5,203,111.3783,27.0532,1,4
"114","kirby127a_3_1_ax.img","SOG_L",2568,9,156,86.7565,25.0902,1,4
"115","kirby127a_3_1_ax.img","SOG_R",2268,10,163,91.7519,25.9903,1,4
"116","kirby127a_3_1_ax.img","MOG_L",16292,1,165,78.8365,23.3805,1,4
"117","kirby127a_3_1_ax.img","MOG_R",14164,3,181,86.7827,25.6074,1,4
"118","kirby127a_3_1_ax.img","IOG_L",4290,3,153,81.4912,24.1283,1,4
"119","kirby127a_3_1_ax.img","IOG_R",4475,4,181,93.0126,26.725,1,4
"120","kirby127a_3_1_ax.img","Cu_L",6038,2,169,90.1069,27.1677,1,4
"121","kirby127a_3_1_ax.img","Cu_R",6839,3,184,90.1481,29.7775,1,4
"122","kirby127a_3_1_ax.img","LG_L",8068,4,188,102.0968,30.3152,1,4
"123","kirby127a_3_1_ax.img","LG_R",7289,0,220,106.4198,33.3593,1,4
"124","kirby127a_3_1_ax.img","Cingulate_L",22643,5,249,106.7829,29.9665,1,4
"125","kirby127a_3_1_ax.img","Cingulate_R",26516,5,295,104.6145,28.7477,1,4
"126","kirby127a_3_1_ax.img","Insula_L",7241,10,209,102.3419,22.1017,1,4
"127","kirby127a_3_1_ax.img","Insula_R",7082,10,246,112.8027,24.011,1,4
"128","kirby127a_3_1_ax.img","Amyg_L",1983,42,240,141.5206,18.7834,1,4
"129","kirby127a_3_1_ax.img","Amyg_R",2349,34,259,150.9581,20.25,1,4
"130","kirby127a_3_1_ax.img","Hippo_L",3972,11,235,139.1885,24.6245,1,4
"131","kirby127a_3_1_ax.img","Hippo_R",3779,28,260,147.3239,25.5617,1,4
"132","kirby127a_3_1_ax.img","Caud_L",3570,14,235,157.0807,24.181,1,4
"133","kirby127a_3_1_ax.img","Caud_R",3723,24,246,154.5006,22.5121,1,4
"134","kirby127a_3_1_ax.img","Put_L",4385,114,236,169.1809,15.062,1,4
"135","kirby127a_3_1_ax.img","Put_R",4400,87,240,173.2425,16.658,1,4
"136","kirby127a_3_1_ax.img","GP_L",1368,150,273,217.7404,14.0643,1,4
"137","kirby127a_3_1_ax.img","GP_R",1478,168,273,225.6158,12.9086,1,4
"138","kirby127a_3_1_ax.img","Thalamus_L",6342,38,268,192.1482,24.4523,1,4
"139","kirby127a_3_1_ax.img","Thalamus_R",6372,34,265,194.3232,27.0116,1,4
"140","kirby127a_3_1_ax.img","BasalForebrain_L",4053,15,295,191.4596,41.1486,1,4
"141","kirby127a_3_1_ax.img","BasalForebrain_R",4088,10,335,188.2516,39.8065,1,4
"142","kirby127a_3_1_ax.img","midbrain_L",4943,57,296,228.3875,27.4134,1,4
"143","kirby127a_3_1_ax.img","midbrain_R",5325,55,307,233.1521,30.6334,1,4
"144","kirby127a_3_1_ax.img","Cerebellum_R",58504,2,255,119.9705,35.187,1,4
"145","kirby127a_3_1_ax.img","Cerebellum_L",59435,3,235,109.3871,32.748,1,4
"146","kirby127a_3_1_ax.img","Pons_L",7491,35,275,219.5655,27.2021,1,4
"147","kirby127a_3_1_ax.img","Pons_R",8033,61,299,228.0194,25.8863,1,4
"148","kirby127a_3_1_ax.img","Medulla_L",2403,25,283,196.0509,37.1295,1,4
"149","kirby127a_3_1_ax.img","Medulla_R",2571,12,286,203.4001,35.834,1,4
"150","kirby127a_3_1_ax.img","ant_DPWM_L",26423,115,257,199.0605,17.4033,1,4
"151","kirby127a_3_1_ax.img","ant_DPWM_R",27905,111,263,200.1018,14.8424,1,4
"152","kirby127a_3_1_ax.img","post_DPWM_L",4400,149,227,188.3852,9.3191,1,4
"153","kirby127a_3_1_ax.img","post_DPWM_R",3772,144,235,207.4219,9.151,1,4
"154","kirby127a_3_1_ax.img","GCC_L",2584,40,304,227.1393,26.4686,1,4
"155","kirby127a_3_1_ax.img","GCC_R",2748,59,300,223.6642,27.0979,1,4
"156","kirby127a_3_1_ax.img","BCC_L",4120,26,260,199.8736,31.9456,1,4
"157","kirby127a_3_1_ax.img","BCC_R",4487,11,258,200.8171,34.7113,1,4
"158","kirby127a_3_1_ax.img","SCC_L",5427,15,280,212.3123,29.9394,1,4
"159","kirby127a_3_1_ax.img","SCC_R",5932,45,281,224.3979,28.7507,1,4
"160","kirby127a_3_1_ax.img","PVA_posterior_L",1176,2,225,130.2765,46.0571,1,4
"161","kirby127a_3_1_ax.img","PVA_posterior_R",1041,10,232,135.3137,51.6633,1,4
"162","kirby127a_3_1_ax.img","ALIC_L",2344,142,278,222.3963,21.9805,1,4
"163","kirby127a_3_1_ax.img","ALIC_R",2528,131,263,222.2013,18.3836,1,4
"164","kirby127a_3_1_ax.img","PLIC_L",3389,144,266,215.1944,16.9224,1,4
"165","kirby127a_3_1_ax.img","PLIC_R",3297,160,271,223.3895,14.5145,1,4
"166","kirby127a_3_1_ax.img","inf_DPWM_L",19131,38,261,187.1356,25.399,1,4
"167","kirby127a_3_1_ax.img","inf_DPWM_R",18142,62,285,209.29,29.4552,1,4
"168","kirby127a_3_1_ax.img","CGC_L",3135,95,244,195.9571,27.1542,1,4
"169","kirby127a_3_1_ax.img","CGC_R",3563,81,252,195.0303,28.8304,1,4
"170","kirby127a_3_1_ax.img","CGH_L",1811,108,264,207.7913,27.9957,1,4
"171","kirby127a_3_1_ax.img","CGH_R",1725,122,281,217.81,32.441,1,4
"172","kirby127a_3_1_ax.img","Fx/ST_L",1425,71,263,198.5088,28.5076,1,4
"173","kirby127a_3_1_ax.img","Fx/ST_R",1438,45,287,216.0526,32.7371,1,4
"174","kirby127a_3_1_ax.img","Fx_L",903,13,276,152.1463,59.3877,1,4
"175","kirby127a_3_1_ax.img","Fx_R",996,14,277,150.4217,56.4963,1,4
"176","kirby127a_3_1_ax.img","PeripheralParietalWM_L",33441,55,217,154.8766,27.2119,1,4
"177","kirby127a_3_1_ax.img","PeripheralParietalWM_R",36387,61,234,166.1046,31.1126,1,4
"178","kirby127a_3_1_ax.img","AnteriorLateralVentricle_L",15521,0,258,30.9837,28.0516,1,4
"179","kirby127a_3_1_ax.img","PosteriorLateralVentricle_L",4977,0,230,27.4741,27.9549,1,4
"180","kirby127a_3_1_ax.img","InferiorLateralVentricle_L",834,1,193,70.623,42.9697,1,4
"181","kirby127a_3_1_ax.img","AnteriorLateralVentricle_R",14214,0,224,33.2512,29.4885,1,4
"182","kirby127a_3_1_ax.img","PosteriorLateralVentricle_R",4220,0,245,33.9477,36.6156,1,4
"183","kirby127a_3_1_ax.img","InferiorLateralVentricle_R",909,0,242,72.3567,48.0762,1,4
"184","kirby127a_3_1_ax.img","III_ventricle",2418,6,214,73.2938,35.4151,1,4
"185","kirby127a_3_1_ax.img","PVA_anterior_L",836,9,237,150.2299,45.2199,1,4
"186","kirby127a_3_1_ax.img","PVA_anterior_R",867,11,218,152.7687,38.5678,1,4
"187","kirby127a_3_1_ax.img","PeripheralFrontalWM_L",59754,63,374,160.6863,31.6318,1,4
"188","kirby127a_3_1_ax.img","PeripheralFrontalWM_R",62984,61,278,160.6465,29.8379,1,4
"189","kirby127a_3_1_ax.img","PeripheralTemporalWM_L",32619,63,258,167.756,30.6034,1,4
"190","kirby127a_3_1_ax.img","PeripheralTemporalWM_R",32943,43,275,183.8333,33.3479,1,4
"191","kirby127a_3_1_ax.img","PeripheralOccipitalWM_L",31806,35,254,153.2748,27.9075,1,4
"192","kirby127a_3_1_ax.img","PeripheralOccipitalWM_R",30744,66,278,170.1002,31.5486,1,4
"193","kirby127a_3_1_ax.img","PeripheralCingulateWM_L",7050,56,267,181.9792,30.9439,1,4
"194","kirby127a_3_1_ax.img","PeripheralCingulateWM_R",5981,85,266,187.2464,33.9306,1,4
"195","kirby127a_3_1_ax.img","CerebellumWM_R",13373,84,265,204.2113,25.9861,1,4
"196","kirby127a_3_1_ax.img","CerebellumWM_L",12568,70,250,187.2366,23.5368,1,4
"197","kirby127a_3_1_ax.img","FrontSul_L",15004,0,116,28.9511,16.5722,1,4
"198","kirby127a_3_1_ax.img","FrontSul_R",11232,0,99,27.6766,17.3101,1,4
"199","kirby127a_3_1_ax.img","CentralSul_L",2159,0,92,25.2674,15.2438,1,4
"200","kirby127a_3_1_ax.img","CentralSul_R",1750,1,91,31.6001,17.4947,1,4
"201","kirby127a_3_1_ax.img","SylFrontSul_L",1589,1,137,33.0325,20.1865,1,4
"202","kirby127a_3_1_ax.img","SylFrontSul_R",1175,2,108,35.8887,19.6852,1,4
"203","kirby127a_3_1_ax.img","SylTempSul_L",1598,1,135,31.4974,18.8025,1,4
"204","kirby127a_3_1_ax.img","SylTempSul_R",1462,1,132,36.069,20.6196,1,4
"205","kirby127a_3_1_ax.img","SylParieSul_L",640,0,69,23.2345,15.5229,1,4
"206","kirby127a_3_1_ax.img","SylParieSul_R",288,1,68,28.7958,16.0944,1,4
"207","kirby127a_3_1_ax.img","ParietSul_L",8739,0,88,27.4541,16.8708,1,4
"208","kirby127a_3_1_ax.img","ParietSul_R",9728,0,98,28.8671,18.0696,1,4
"209","kirby127a_3_1_ax.img","CinguSul_L",1173,1,103,45.2682,19.012,1,4
"210","kirby127a_3_1_ax.img","CinguSul_R",1419,1,133,42.3173,21.0417,1,4
"211","kirby127a_3_1_ax.img","OcciptSul_L",1934,0,112,32.0993,19.2229,1,4
"212","kirby127a_3_1_ax.img","OcciptSul_R",2054,0,120,34.54,19.996,1,4
"213","kirby127a_3_1_ax.img","TempSul_L",1139,1,97,34.5616,17.1574,1,4
"214","kirby127a_3_1_ax.img","TempSul_R",910,2,161,37.2256,16.8987,1,4
"215","kirby127a_3_1_ax.img","Caudate_tail_L",363,45,222,131.9139,34.6275,1,4
"216","kirby127a_3_1_ax.img","Caudate_tail_R",345,16,248,138.892,44.368,1,4
"217","kirby127a_3_1_ax.img","IV_ventricle",2700,3,227,64.2627,40.7481,1,4
"218","kirby127a_3_1_ax.img","SFG_L",12926,9,164,71.9072,19.7198,1,5
"219","kirby127a_3_1_ax.img","SFG_R",10050,4,150,72.2947,18.3014,1,5
"220","kirby127a_3_1_ax.img","SFG_PFC_L",12783,4,175,81.7278,22.9621,1,5
"221","kirby127a_3_1_ax.img","SFG_PFC_R",11507,6,166,81.4893,21.7903,1,5
"222","kirby127a_3_1_ax.img","SFG_pole_L",3078,8,193,91.262,28.8671,1,5
"223","kirby127a_3_1_ax.img","SFG_pole_R",4874,7,175,92.2952,26.7301,1,5
"224","kirby127a_3_1_ax.img","MFG_L",9938,4,153,72.9425,20.3322,1,5
"225","kirby127a_3_1_ax.img","MFG_R",11151,14,167,79.0587,20.625,1,5
"226","kirby127a_3_1_ax.img","MFG_DPFC_L",16300,4,189,82.0054,24.3623,1,5
"227","kirby127a_3_1_ax.img","MFG_DPFC_R",16449,0,182,84.3891,21.9745,1,5
"228","kirby127a_3_1_ax.img","IFG_opercularis_L",4229,9,164,83.6382,22.4789,1,5
"229","kirby127a_3_1_ax.img","IFG_opercularis_R",4084,10,166,88.3309,21.6525,1,5
"230","kirby127a_3_1_ax.img","IFG_orbitalis_L",4551,7,183,90.6411,25.1378,1,5
"231","kirby127a_3_1_ax.img","IFG_orbitalis_R",3868,8,172,92.0441,23.2313,1,5
"232","kirby127a_3_1_ax.img","IFG_triangularis_L",4301,10,180,88.1621,23.4587,1,5
"233","kirby127a_3_1_ax.img","IFG_triangularis_R",3657,3,182,89.7118,21.3437,1,5
"234","kirby127a_3_1_ax.img","LFOG_L",4700,9,190,100.9484,26.6357,1,5
"235","kirby127a_3_1_ax.img","LFOG_R",4490,9,188,101.4844,23.2706,1,5
"236","kirby127a_3_1_ax.img","MFOG_L",4814,3,216,112.1803,28.9462,1,5
"237","kirby127a_3_1_ax.img","MFOG_R",4744,15,207,109.3913,25.9153,1,5
"238","kirby127a_3_1_ax.img","RG_L",6304,6,213,107.7967,26.8517,1,5
"239","kirby127a_3_1_ax.img","RG_R",6209,6,223,108.1635,25.0899,1,5
"240","kirby127a_3_1_ax.img","PoCG_L",10698,3,151,77.1192,22.3556,1,5
"241","kirby127a_3_1_ax.img","PoCG_R",11178,3,175,82.43,24.1229,1,5
"242","kirby127a_3_1_ax.img","PrCG_L",14746,3,177,77.2872,22.2285,1,5
"243","kirby127a_3_1_ax.img","PrCG_R",17523,4,173,84.3954,23.018,1,5
"244","kirby127a_3_1_ax.img","SPG_L",7564,1,157,79.3349,22.6782,1,5
"245","kirby127a_3_1_ax.img","SPG_R",6928,13,173,84.7121,23.4871,1,5
"246","kirby127a_3_1_ax.img","SMG_L",8626,1,160,76.9878,22.8247,1,5
"247","kirby127a_3_1_ax.img","SMG_R",9497,0,169,83.9725,23.8536,1,5
"248","kirby127a_3_1_ax.img","AG_L",7430,4,159,75.3894,21.2562,1,5
"249","kirby127a_3_1_ax.img","AG_R",13580,1,173,83.2116,25.0679,1,5
"250","kirby127a_3_1_ax.img","PrCu_L",7359,2,166,80.7071,22.8638,1,5
"251","kirby127a_3_1_ax.img","PrCu_R",6574,5,176,83.4294,23.404,1,5
"252","kirby127a_3_1_ax.img","STG_L",12957,0,187,86.3773,25.7515,1,5
"253","kirby127a_3_1_ax.img","STG_R",11253,3,203,98.7701,27.9695,1,5
"254","kirby127a_3_1_ax.img","STG_L_pole",4864,5,179,94.7666,22.4599,1,5
"255","kirby127a_3_1_ax.img","STG_R_pole",5404,1,185,97.1213,23.9583,1,5
"256","kirby127a_3_1_ax.img","MTG_L",16238,2,181,83.2269,21.6707,1,5
"257","kirby127a_3_1_ax.img","MTG_R",16311,10,196,93.5746,22.4688,1,5
"258","kirby127a_3_1_ax.img","MTG_L_pole",2696,19,182,98.6002,21.7745,1,5
"259","kirby127a_3_1_ax.img","MTG_R_pole",2990,20,175,103.8639,21.5087,1,5
"260","kirby127a_3_1_ax.img","ITG_L",12554,6,181,91.3886,21.9241,1,5
"261","kirby127a_3_1_ax.img","ITG_R",12336,5,192,104.4645,22.9659,1,5
"262","kirby127a_3_1_ax.img","PHG_L",1250,32,214,135.2911,27.5007,1,5
"263","kirby127a_3_1_ax.img","PHG_R",1248,15,245,145.8221,30.5832,1,5
"264","kirby127a_3_1_ax.img","ENT_L",930,10,211,137.2013,25.2699,1,5
"265","kirby127a_3_1_ax.img","ENT_R",1041,40,234,144.9827,27.1491,1,5
"266","kirby127a_3_1_ax.img","FuG_L",14032,3,185,99.507,25.262,1,5
"267","kirby127a_3_1_ax.img","FuG_R",13514,5,203,111.3783,27.0532,1,5
"268","kirby127a_3_1_ax.img","SOG_L",2568,9,156,86.7565,25.0902,1,5
"269","kirby127a_3_1_ax.img","SOG_R",2268,10,163,91.7519,25.9903,1,5
"270","kirby127a_3_1_ax.img","MOG_L",16292,1,165,78.8365,23.3805,1,5
"271","kirby127a_3_1_ax.img","MOG_R",14164,3,181,86.7827,25.6074,1,5
"272","kirby127a_3_1_ax.img","IOG_L",4290,3,153,81.4912,24.1283,1,5
"273","kirby127a_3_1_ax.img","IOG_R",4475,4,181,93.0126,26.725,1,5
"274","kirby127a_3_1_ax.img","Cu_L",6038,2,169,90.1069,27.1677,1,5
"275","kirby127a_3_1_ax.img","Cu_R",6839,3,184,90.1481,29.7775,1,5
"276","kirby127a_3_1_ax.img","LG_L",8068,4,188,102.0968,30.3152,1,5
"277","kirby127a_3_1_ax.img","LG_R",7289,0,220,106.4198,33.3593,1,5
"278","kirby127a_3_1_ax.img","rostral_ACC_L",2628,9,187,102.6055,21.1045,1,5
