"","rawid","roi","volume","min","max","mean","std","type","level"
"557","kirby127a_3_1_ax.img","FrontSul_R",12407,0,108,28.4542,17.7127,2,3
"558","kirby127a_3_1_ax.img","CentralSul_L",2159,0,92,25.2674,15.2438,2,3
"559","kirby127a_3_1_ax.img","CentralSul_R",1750,1,91,31.6001,17.4947,2,3
"560","kirby127a_3_1_ax.img","TempSul_L",2736,1,135,32.7728,18.1987,2,3
"561","kirby127a_3_1_ax.img","TempSul_R",2372,1,161,36.5127,19.2856,2,3
"562","kirby127a_3_1_ax.img","ParietSul_L",9378,0,88,27.1663,16.8159,2,3
"563","kirby127a_3_1_ax.img","ParietSul_R",10016,0,98,28.8651,18.0158,2,3
"564","kirby127a_3_1_ax.img","CinguSul_L",1173,1,103,45.2682,19.012,2,3
"565","kirby127a_3_1_ax.img","CinguSul_R",1419,1,133,42.3173,21.0417,2,3
"566","kirby127a_3_1_ax.img","OcciptSul_L",1934,0,112,32.0993,19.2229,2,3
"567","kirby127a_3_1_ax.img","OcciptSul_R",2054,0,120,34.54,19.996,2,3
"568","kirby127a_3_1_ax.img","IV_ventricle",2700,3,227,64.2627,40.7481,2,3
"569","kirby127a_3_1_ax.img","Frontal_L",158418,3,374,112.9728,46.7329,2,4
"570","kirby127a_3_1_ax.img","Frontal_R",161584,0,278,115.5516,44.8661,2,4
"571","kirby127a_3_1_ax.img","Parietal_L",75116,1,217,112.1243,45.5713,2,4
"572","kirby127a_3_1_ax.img","Parietal_R",84142,0,234,119.1807,49.2721,2,4
"573","kirby127a_3_1_ax.img","Temporal_L",95956,0,258,116.8515,45.1987,2,4
"574","kirby127a_3_1_ax.img","Temporal_R",94748,1,275,130.0574,48.5413,2,4
"575","kirby127a_3_1_ax.img","Limbic_L",15184,10,267,158.9191,34.8384,2,4
"576","kirby127a_3_1_ax.img","Limbic_R",14397,15,266,164.2026,35.0858,2,4
"577","kirby127a_3_1_ax.img","Occipital_L",69060,1,254,117.2815,43.2451,2,4
"578","kirby127a_3_1_ax.img","Occipital_R",65778,0,278,128.8455,49.1572,2,4
"579","kirby127a_3_1_ax.img","Cingulate_L",22643,5,249,106.7829,29.9665,2,4
"580","kirby127a_3_1_ax.img","Cingulate_R",26516,5,295,104.6145,28.7477,2,4
"581","kirby127a_3_1_ax.img","Insula_L",7241,10,209,102.3419,22.1017,2,4
"582","kirby127a_3_1_ax.img","Insula_R",7082,10,246,112.8027,24.011,2,4
"583","kirby127a_3_1_ax.img","Striatum_L",9029,14,236,162.8997,21.9798,2,4
"584","kirby127a_3_1_ax.img","Striatum_R",9248,16,253,164.1629,23.6192,2,4
"585","kirby127a_3_1_ax.img","GP_L",1368,150,273,217.7404,14.0643,2,4
"586","kirby127a_3_1_ax.img","GP_R",1478,168,273,225.6158,12.9086,2,4
"587","kirby127a_3_1_ax.img","Thalamus_L",6342,38,268,192.1482,24.4523,2,4
"588","kirby127a_3_1_ax.img","Thalamus_R",6372,34,265,194.3232,27.0116,2,4
"589","kirby127a_3_1_ax.img","BasalForebrain_L",3341,15,295,196.2076,43.278,2,4
"590","kirby127a_3_1_ax.img","BasalForebrain_R",3306,10,335,192.514,41.6949,2,4
"591","kirby127a_3_1_ax.img","midbrain_L",4943,57,296,228.3875,27.4134,2,4
"592","kirby127a_3_1_ax.img","midbrain_R",5325,55,307,233.1521,30.6334,2,4
"593","kirby127a_3_1_ax.img","Cerebellum_R",58504,2,255,119.9705,35.187,2,4
"594","kirby127a_3_1_ax.img","Cerebellum_L",59435,3,235,109.3871,32.748,2,4
"595","kirby127a_3_1_ax.img","Pons_L",7491,35,275,219.5655,27.2021,2,4
"596","kirby127a_3_1_ax.img","Pons_R",8033,61,299,228.0194,25.8863,2,4
"597","kirby127a_3_1_ax.img","Medulla_L",2403,25,283,196.0509,37.1295,2,4
"598","kirby127a_3_1_ax.img","Medulla_R",2571,12,286,203.4001,35.834,2,4
"599","kirby127a_3_1_ax.img","ant_DPWM_L",27258,9,257,197.5643,20.6657,2,4
"600","kirby127a_3_1_ax.img","ant_DPWM_R",28772,11,263,198.6765,17.997,2,4
"601","kirby127a_3_1_ax.img","post_DPWM_L",5184,2,227,179.5306,29.001,2,4
"602","kirby127a_3_1_ax.img","post_DPWM_R",4421,15,235,196.1485,34.4382,2,4
"603","kirby127a_3_1_ax.img","CorpusCallosum_L",12130,15,304,211.2458,31.5447,2,4
"604","kirby127a_3_1_ax.img","CorpusCallosum_R",13167,11,300,216.209,32.539,2,4
"605","kirby127a_3_1_ax.img","inf_DPWM_L",19522,11,261,186.0115,27.105,2,4
"606","kirby127a_3_1_ax.img","inf_DPWM_R",18533,10,285,207.8917,31.5919,2,4
"607","kirby127a_3_1_ax.img","InternalCapsule_L",5733,142,278,218.1388,19.4769,2,4
"608","kirby127a_3_1_ax.img","InternalCapsule_R",5824,131,271,222.8739,16.3173,2,4
"609","kirby127a_3_1_ax.img","LimbicWM_L",7272,13,276,193.9672,37.151,2,4
"610","kirby127a_3_1_ax.img","LimbicWM_R",7721,14,287,198.2777,40.9177,2,4
"611","kirby127a_3_1_ax.img","AnteriorLateralVentricle_L",15521,0,258,30.9837,28.0516,2,4
"612","kirby127a_3_1_ax.img","PosteriorLateralVentricle_L",4977,0,230,27.4741,27.9549,2,4
"613","kirby127a_3_1_ax.img","InferiorLateralVentricle_L",834,1,193,70.623,42.9697,2,4
"614","kirby127a_3_1_ax.img","AnteriorLateralVentricle_R",14214,0,224,33.2512,29.4885,2,4
"615","kirby127a_3_1_ax.img","PosteriorLateralVentricle_R",4220,0,245,33.9477,36.6156,2,4
"616","kirby127a_3_1_ax.img","InferiorLateralVentricle_R",909,0,242,72.3567,48.0762,2,4
"617","kirby127a_3_1_ax.img","III_ventricle",2418,6,214,73.2938,35.4151,2,4
"618","kirby127a_3_1_ax.img","CerebellumWM_R",13373,84,265,204.2113,25.9861,2,4
"619","kirby127a_3_1_ax.img","CerebellumWM_L",12568,70,250,187.2366,23.5368,2,4
"620","kirby127a_3_1_ax.img","FrontSul_L",15004,0,116,28.9511,16.5722,2,4
"621","kirby127a_3_1_ax.img","FrontSul_R",11232,0,99,27.6766,17.3101,2,4
"622","kirby127a_3_1_ax.img","CentralSul_L",2159,0,92,25.2674,15.2438,2,4
"623","kirby127a_3_1_ax.img","CentralSul_R",1750,1,91,31.6001,17.4947,2,4
"624","kirby127a_3_1_ax.img","SylAntInsularSul_L",1589,1,137,33.0325,20.1865,2,4
"625","kirby127a_3_1_ax.img","SylAntInsularSul_R",1175,2,108,35.8887,19.6852,2,4
"626","kirby127a_3_1_ax.img","SylPostInsularSul_L",1598,1,135,31.4974,18.8025,2,4
"627","kirby127a_3_1_ax.img","SylPostInsularSul_R",1462,1,132,36.069,20.6196,2,4
"628","kirby127a_3_1_ax.img","SylExtSMG_L",640,0,69,23.2345,15.5229,2,4
"629","kirby127a_3_1_ax.img","SylExtSMG_R",288,1,68,28.7958,16.0944,2,4
"630","kirby127a_3_1_ax.img","ParietSul_L",8739,0,88,27.4541,16.8708,2,4
"631","kirby127a_3_1_ax.img","ParietSul_R",9728,0,98,28.8671,18.0696,2,4
"632","kirby127a_3_1_ax.img","CinguSul_L",1173,1,103,45.2682,19.012,2,4
"633","kirby127a_3_1_ax.img","CinguSul_R",1419,1,133,42.3173,21.0417,2,4
"634","kirby127a_3_1_ax.img","OcciptSul_L",1934,0,112,32.0993,19.2229,2,4
"635","kirby127a_3_1_ax.img","OcciptSul_R",2054,0,120,34.54,19.996,2,4
"636","kirby127a_3_1_ax.img","TempSul_L",1139,1,97,34.5616,17.1574,2,4
"637","kirby127a_3_1_ax.img","TempSul_R",910,2,161,37.2256,16.8987,2,4
"638","kirby127a_3_1_ax.img","IV_ventricle",2700,3,227,64.2627,40.7481,2,4
"639","kirby127a_3_1_ax.img","SF_L",21348,9,211,102.1185,43.3292,2,5
"640","kirby127a_3_1_ax.img","SF_R",17691,4,207,104.3093,42.552,2,5
"641","kirby127a_3_1_ax.img","SF_PFC_L",21706,4,226,118.0729,50.6456,2,5
"642","kirby127a_3_1_ax.img","SF_PFC_R",20277,6,219,117.2865,47.8376,2,5
"643","kirby127a_3_1_ax.img","SF_pole_L",3590,8,215,101.0993,37.5126,2,5
"644","kirby127a_3_1_ax.img","SF_pole_R",5684,7,210,101.5798,34.8683,2,5
"645","kirby127a_3_1_ax.img","MF_L",16964,4,208,104.6143,43.9945,2,5
"646","kirby127a_3_1_ax.img","MF_R",18521,14,212,108.453,42.8586,2,5
"647","kirby127a_3_1_ax.img","MF_DPFC_L",21212,4,222,100.7383,42.5655,2,5
"648","kirby127a_3_1_ax.img","MF_DPFC_R",22606,0,223,105.3232,41.712,2,5
"649","kirby127a_3_1_ax.img","IF_opercularis_L",6453,9,211,112.7266,46.4546,2,5
"650","kirby127a_3_1_ax.img","IF_opercularis_R",7904,10,217,129.5644,48.8465,2,5
"651","kirby127a_3_1_ax.img","IF_orbitalis_L",7970,7,230,126.8493,50.027,2,5
"652","kirby127a_3_1_ax.img","IF_orbitalis_R",6352,8,226,124.5462,47.8384,2,5
"653","kirby127a_3_1_ax.img","IF_triangularis_L",8944,10,217,132.6027,49.4827,2,5
"654","kirby127a_3_1_ax.img","IF_triangularis_R",7332,3,211,129.9561,46.9873,2,5
"655","kirby127a_3_1_ax.img","LFO_L",7227,9,242,124.9628,43.3829,2,5
"656","kirby127a_3_1_ax.img","LFO_R",6482,9,234,121.6136,39.3676,2,5
"657","kirby127a_3_1_ax.img","MFO_L",7052,3,260,137.6176,48.0824,2,5
"658","kirby127a_3_1_ax.img","MFO_R",6816,15,259,129.3294,40.9177,2,5
"659","kirby127a_3_1_ax.img","R_L",9149,6,374,131.7501,47.2118,2,5
"660","kirby127a_3_1_ax.img","R_R",9716,6,278,135.9816,46.8207,2,5
"661","kirby127a_3_1_ax.img","PoC_L",19140,3,203,105.3707,39.6044,2,5
"662","kirby127a_3_1_ax.img","PoC_R",20064,3,209,111.4136,41.044,2,5
"663","kirby127a_3_1_ax.img","PrC_L",26810,3,214,107.3093,41.2034,2,5
"664","kirby127a_3_1_ax.img","PrC_R",32208,4,220,115.5708,42.5658,2,5
"665","kirby127a_3_1_ax.img","SP_L",15018,1,211,119.8386,47.3432,2,5
"666","kirby127a_3_1_ax.img","SP_R",14231,13,229,128.7269,50.2908,2,5
"667","kirby127a_3_1_ax.img","SM_L",12561,1,200,98.7111,39.953,2,5
"668","kirby127a_3_1_ax.img","SM_R",14278,0,224,109.1241,43.8206,2,5
"669","kirby127a_3_1_ax.img","A_L",11066,4,189,97.713,38.4893,2,5
"670","kirby127a_3_1_ax.img","A_R",18678,1,221,103.5447,41.9054,2,5
"671","kirby127a_3_1_ax.img","PrCu_L",10343,2,217,100.1267,39.1566,2,5
"672","kirby127a_3_1_ax.img","PrCu_R",9110,5,221,102.2267,39.0123,2,5
"673","kirby127a_3_1_ax.img","ST_L",21756,0,258,118.0327,47.1535,2,5
"674","kirby127a_3_1_ax.img","ST_R",19091,3,260,134.016,51.8567,2,5
"675","kirby127a_3_1_ax.img","ST_L_pole",6156,5,218,106.7037,32.6735,2,5
"676","kirby127a_3_1_ax.img","ST_R_pole",6687,1,214,107.8306,32.6828,2,5
"677","kirby127a_3_1_ax.img","MT_L",25670,2,244,117.049,50.7334,2,5
"678","kirby127a_3_1_ax.img","MT_R",27009,10,254,131.7693,54.4444,2,5
"679","kirby127a_3_1_ax.img","MT_L_pole",4311,19,246,127.3722,45.9289,2,5
"680","kirby127a_3_1_ax.img","MT_R_pole",4799,20,251,132.9862,45.482,2,5
"681","kirby127a_3_1_ax.img","IT_L",18792,6,244,115.8705,42.8077,2,5
"682","kirby127a_3_1_ax.img","IT_R",17891,5,246,128.4641,44.0361,2,5
"683","kirby127a_3_1_ax.img","PHG_L",1250,32,214,135.2911,27.5007,2,5
"684","kirby127a_3_1_ax.img","PHG_R",1248,15,245,145.8221,30.5832,2,5
"685","kirby127a_3_1_ax.img","ENT_L",930,10,211,137.2013,25.2699,2,5
"686","kirby127a_3_1_ax.img","ENT_R",1041,40,234,144.9827,27.1491,2,5
"687","kirby127a_3_1_ax.img","Fu_L",19272,3,254,117.1,39.6672,2,5
"688","kirby127a_3_1_ax.img","Fu_R",19272,5,275,132.1984,43.3604,2,5
"689","kirby127a_3_1_ax.img","SO_L",5762,9,207,128.341,45.138,2,5
"690","kirby127a_3_1_ax.img","SO_R",6032,10,227,141.8808,46.5267,2,5
"691","kirby127a_3_1_ax.img","MO_L",28478,1,200,108.3054,41.5352,2,5
"692","kirby127a_3_1_ax.img","MO_R",26272,3,227,124.0239,48.6126,2,5
"693","kirby127a_3_1_ax.img","IO_L",6198,3,186,101.0025,37.3344,2,5
"694","kirby127a_3_1_ax.img","IO_R",7859,4,233,128.5728,49.5344,2,5
"695","kirby127a_3_1_ax.img","Cu_L",12082,2,227,120.8783,41.3895,2,5
"696","kirby127a_3_1_ax.img","Cu_R",11658,3,229,118.7818,45.2072,2,5
"697","kirby127a_3_1_ax.img","LG_L",16542,4,254,132.3546,42.8641,2,5
"698","kirby127a_3_1_ax.img","LG_R",13959,0,278,140.8468,50.6944,2,5
"699","kirby127a_3_1_ax.img","rostral_ACC_L",2883,9,212,108.1853,28.0287,2,5
"700","kirby127a_3_1_ax.img","rostral_ACC_R",3639,23,193,101.4284,24.637,2,5
"701","kirby127a_3_1_ax.img","subcallosal_ACC_L",591,10,253,155.4309,48.0923,2,5
"702","kirby127a_3_1_ax.img","subcallosal_ACC_R",704,22,237,130.8891,35.6009,2,5
"703","kirby127a_3_1_ax.img","subgenual_ACC_L",1782,18,267,159.0101,40.2171,2,5
"704","kirby127a_3_1_ax.img","subgenual_ACC_R",1761,27,295,146.2652,41.5875,2,5
"705","kirby127a_3_1_ax.img","dorsal_ACC_L",15165,15,240,111.3942,37.6526,2,5
"706","kirby127a_3_1_ax.img","dorsal_ACC_R",14337,7,232,104.6248,32.3433,2,5
"707","kirby127a_3_1_ax.img","PCC_L",9274,5,257,142.8394,46.7801,2,5
"708","kirby127a_3_1_ax.img","PCC_R",12058,5,266,138.9374,50.4698,2,5
"709","kirby127a_3_1_ax.img","Insula_L",7241,10,209,102.3419,22.1017,2,5
"710","kirby127a_3_1_ax.img","Insula_R",7082,10,246,112.8027,24.011,2,5
"711","kirby127a_3_1_ax.img","Amyg_L",1983,42,240,141.5206,18.7834,2,5
"712","kirby127a_3_1_ax.img","Amyg_R",2349,34,259,150.9581,20.25,2,5
"713","kirby127a_3_1_ax.img","Hippo_L",3972,11,235,139.1885,24.6245,2,5
"714","kirby127a_3_1_ax.img","Hippo_R",3779,28,260,147.3239,25.5617,2,5
"715","kirby127a_3_1_ax.img","Caud_L",3570,14,235,157.0807,24.181,2,5
"716","kirby127a_3_1_ax.img","Caud_R",3723,24,246,154.5006,22.5121,2,5
"717","kirby127a_3_1_ax.img","Put_L",4385,114,236,169.1809,15.062,2,5
"718","kirby127a_3_1_ax.img","Put_R",4400,87,240,173.2425,16.658,2,5
"719","kirby127a_3_1_ax.img","GP_L",1368,150,273,217.7404,14.0643,2,5
"720","kirby127a_3_1_ax.img","GP_R",1478,168,273,225.6158,12.9086,2,5
"721","kirby127a_3_1_ax.img","Thalamus_L",6342,38,268,192.1482,24.4523,2,5
"722","kirby127a_3_1_ax.img","Thalamus_R",6372,34,265,194.3232,27.0116,2,5
"723","kirby127a_3_1_ax.img","HypoThalamus_L",665,85,260,183.7545,29.3965,2,5
"724","kirby127a_3_1_ax.img","HypoThalamus_R",761,73,265,188.7303,28.6582,2,5
"725","kirby127a_3_1_ax.img","BasalForebrain_L",2133,15,295,210.9927,40.3766,2,5
"726","kirby127a_3_1_ax.img","BasalForebrain_R",1880,10,335,207.6252,40.93,2,5
"727","kirby127a_3_1_ax.img","NucAccumbens_L",712,113,229,169.1686,15.699,2,5
"728","kirby127a_3_1_ax.img","NucAccumbens_R",782,42,253,170.2135,23.043,2,5
"729","kirby127a_3_1_ax.img","RedNc_L",350,220,277,251.1924,10.1377,2,5
"730","kirby127a_3_1_ax.img","RedNc_R",430,222,281,254.4944,10.2155,2,5
"731","kirby127a_3_1_ax.img","Snigra_L",387,209,270,246.6925,10.0252,2,5
"732","kirby127a_3_1_ax.img","Snigra_R",256,231,280,252.3991,9.9753,2,5
"733","kirby127a_3_1_ax.img","Cerebellum_R",58504,2,255,119.9705,35.187,2,5
"734","kirby127a_3_1_ax.img","Cerebellum_L",59435,3,235,109.3871,32.748,2,5
"735","kirby127a_3_1_ax.img","CP_L",1935,83,296,234.9324,24.3014,2,5
"736","kirby127a_3_1_ax.img","CP_R",2014,106,307,245.0113,24.5482,2,5
"737","kirby127a_3_1_ax.img","Midbrain_L",2273,57,290,216.2012,27.8744,2,5
"738","kirby127a_3_1_ax.img","Midbrain_R",2626,55,302,218.6915,31.4087,2,5
"739","kirby127a_3_1_ax.img","CST_L",1569,191,273,232.1959,12.6214,2,5
"740","kirby127a_3_1_ax.img","CST_R",1427,186,283,240.4037,12.803,2,5
"741","kirby127a_3_1_ax.img","SCP_L",954,41,252,196.2579,37.886,2,5
"742","kirby127a_3_1_ax.img","SCP_R",1040,67,280,210.3764,33.7622,2,5
"743","kirby127a_3_1_ax.img","MCP_L",2897,35,275,214.7759,29.0789,2,5
"744","kirby127a_3_1_ax.img","MCP_R",2997,61,299,227.6464,29.201,2,5
"745","kirby127a_3_1_ax.img","PCT_L",964,198,273,236.0946,12.7477,2,5
"746","kirby127a_3_1_ax.img","PCT_R",852,203,293,242.1155,13.1206,2,5
"747","kirby127a_3_1_ax.img","Medulla_L",2403,25,283,196.0509,37.1295,2,5
"748","kirby127a_3_1_ax.img","Medulla_R",2571,12,286,203.4001,35.834,2,5
"749","kirby127a_3_1_ax.img","ML_L",842,172,253,219.7118,11.9019,2,5
"750","kirby127a_3_1_ax.img","ML_R",1071,167,266,228.213,12.4903,2,5
"751","kirby127a_3_1_ax.img","Pons_L",267,103,255,220.5045,19.3483,2,5
"752","kirby127a_3_1_ax.img","Pons_R",648,136,255,211.9167,18.2389,2,5
"753","kirby127a_3_1_ax.img","ACR_L",12600,115,257,209.7654,15.5047,2,5
"754","kirby127a_3_1_ax.img","ACR_R",13280,111,263,207.1446,14.8925,2,5
"755","kirby127a_3_1_ax.img","SCR_L",13461,118,240,188.9013,12.0331,2,5
"756","kirby127a_3_1_ax.img","SCR_R",14350,148,244,193.7092,11.188,2,5
"757","kirby127a_3_1_ax.img","PCR_L",4400,149,227,188.3852,9.3191,2,5
"758","kirby127a_3_1_ax.img","PCR_R",3772,144,235,207.4219,9.151,2,5
"759","kirby127a_3_1_ax.img","GCC_L",2584,40,304,227.1393,26.4686,2,5
"760","kirby127a_3_1_ax.img","GCC_R",2748,59,300,223.6642,27.0979,2,5
"761","kirby127a_3_1_ax.img","BCC_L",4120,26,260,199.8736,31.9456,2,5
"762","kirby127a_3_1_ax.img","BCC_R",4487,11,258,200.8171,34.7113,2,5
"763","kirby127a_3_1_ax.img","SCC_L",5427,15,280,212.3123,29.9394,2,5
"764","kirby127a_3_1_ax.img","SCC_R",5932,45,281,224.3979,28.7507,2,5
"765","kirby127a_3_1_ax.img","PVWl_L",392,11,216,131.0399,45.0682,2,5
"766","kirby127a_3_1_ax.img","PVWl_R",392,10,232,143.046,52.4531,2,5
"767","kirby127a_3_1_ax.img","ALIC_L",2344,142,278,222.3963,21.9805,2,5
"768","kirby127a_3_1_ax.img","ALIC_R",2528,131,263,222.2013,18.3836,2,5
"769","kirby127a_3_1_ax.img","PLIC_L",3389,144,266,215.1944,16.9224,2,5
"770","kirby127a_3_1_ax.img","PLIC_R",3297,160,271,223.3895,14.5145,2,5
"771","kirby127a_3_1_ax.img","RLIC_L",3064,117,256,210.557,16.6071,2,5
"772","kirby127a_3_1_ax.img","RLIC_R",3100,105,279,233.2505,16.7529,2,5
"773","kirby127a_3_1_ax.img","EC_L",3598,90,238,166.2872,22.1289,2,5
"774","kirby127a_3_1_ax.img","EC_R",3459,107,247,181.8994,21.8058,2,5
"775","kirby127a_3_1_ax.img","CGC_L",3135,95,244,195.9571,27.1542,2,5
"776","kirby127a_3_1_ax.img","CGC_R",3563,81,252,195.0303,28.8304,2,5
"777","kirby127a_3_1_ax.img","CGH_L",1811,108,264,207.7913,27.9957,2,5
"778","kirby127a_3_1_ax.img","CGH_R",1725,122,281,217.81,32.441,2,5
"779","kirby127a_3_1_ax.img","Fx/ST_L",1425,71,263,198.5088,28.5076,2,5
"780","kirby127a_3_1_ax.img","Fx/ST_R",1438,45,287,216.0526,32.7371,2,5
"781","kirby127a_3_1_ax.img","Fx_L",903,13,276,152.1463,59.3877,2,5
"782","kirby127a_3_1_ax.img","Fx_R",996,14,277,150.4217,56.4963,2,5
"783","kirby127a_3_1_ax.img","IFO_L",1808,97,261,179.1793,29.6291,2,5
"784","kirby127a_3_1_ax.img","IFO_R",1865,108,285,183.0547,28.351,2,5
"785","kirby127a_3_1_ax.img","PTR_L",7073,38,237,184.932,18.1844,2,5
"786","kirby127a_3_1_ax.img","PTR_R",5676,96,262,210.3795,23.7225,2,5
"787","kirby127a_3_1_ax.img","SS_L",3590,61,254,196.3898,24.2395,2,5
"788","kirby127a_3_1_ax.img","SS_R",4043,62,270,224.9225,21.5643,2,5
"789","kirby127a_3_1_ax.img","SFO_L",363,153,245,204.2053,22.4134,2,5
"790","kirby127a_3_1_ax.img","SFO_R",276,127,239,193.613,23.2602,2,5
"791","kirby127a_3_1_ax.img","SLF_L",6989,98,212,178.7222,13.1158,2,5
"792","kirby127a_3_1_ax.img","SLF_R",7782,120,234,197.5736,13.6107,2,5
"793","kirby127a_3_1_ax.img","Cl_L",419,82,198,140.0544,18.2735,2,5
"794","kirby127a_3_1_ax.img","Cl_R",563,49,197,149.58,22.1731,2,5
"795","kirby127a_3_1_ax.img","Mammillary_R",104,52,256,179.3837,44.2922,2,5
"796","kirby127a_3_1_ax.img","Mammillary_L",125,98,274,198.3558,37.5727,2,5
"797","kirby127a_3_1_ax.img","LV_Frontal_L",6756,0,218,31.2687,26.83,2,5
"798","kirby127a_3_1_ax.img","LV_body_L",8321,0,208,26.8118,22.5316,2,5
"799","kirby127a_3_1_ax.img","LV_atrium_L",4559,0,230,26.2527,25.9881,2,5
"800","kirby127a_3_1_ax.img","LV_Occipital_L",418,0,179,40.8075,41.7804,2,5
"801","kirby127a_3_1_ax.img","LV_Inferior_L",834,1,193,70.623,42.9697,2,5
"802","kirby127a_3_1_ax.img","LV_Frontal_R",5885,1,218,38.5332,29.6808,2,5
"803","kirby127a_3_1_ax.img","LV_body_R",7959,0,220,26.0752,23.2115,2,5
"804","kirby127a_3_1_ax.img","LV_atrium_R",4100,0,245,30.7974,31.2123,2,5
"805","kirby127a_3_1_ax.img","LV_Occipital_R",120,4,207,141.56,44.0532,2,5
"806","kirby127a_3_1_ax.img","LV_Inferior_R",909,0,242,72.3567,48.0762,2,5
"807","kirby127a_3_1_ax.img","III_ventricle",2418,6,214,73.2938,35.4151,2,5
"808","kirby127a_3_1_ax.img","PVWa_L",836,9,237,150.2299,45.2199,2,5
"809","kirby127a_3_1_ax.img","PVWa_R",867,11,218,152.7687,38.5678,2,5
"810","kirby127a_3_1_ax.img","PVWp_L",785,2,225,129.896,46.5375,2,5
"811","kirby127a_3_1_ax.img","PVWp_R",650,15,232,130.6543,50.6143,2,5
"812","kirby127a_3_1_ax.img","CerebellumWM_R",13373,84,265,204.2113,25.9861,2,5
"813","kirby127a_3_1_ax.img","CerebellumWM_L",12568,70,250,187.2366,23.5368,2,5
"814","kirby127a_3_1_ax.img","FrontSul_L",15004,0,116,28.9511,16.5722,2,5
"815","kirby127a_3_1_ax.img","FrontSul_R",11232,0,99,27.6766,17.3101,2,5
"816","kirby127a_3_1_ax.img","CentralSul_L",2159,0,92,25.2674,15.2438,2,5
"817","kirby127a_3_1_ax.img","CentralSul_R",1750,1,91,31.6001,17.4947,2,5
"818","kirby127a_3_1_ax.img","SylAntInsularSul_L",1589,1,137,33.0325,20.1865,2,5
"819","kirby127a_3_1_ax.img","SylAntInsularSul_R",1175,2,108,35.8887,19.6852,2,5
"820","kirby127a_3_1_ax.img","SylPostInsularSul_L",1598,1,135,31.4974,18.8025,2,5
"821","kirby127a_3_1_ax.img","SylPostInsularSul_R",1462,1,132,36.069,20.6196,2,5
"822","kirby127a_3_1_ax.img","SylExtSMG_L",640,0,69,23.2345,15.5229,2,5
"823","kirby127a_3_1_ax.img","SylExtSMG_R",288,1,68,28.7958,16.0944,2,5
"824","kirby127a_3_1_ax.img","ParietSul_L",8739,0,88,27.4541,16.8708,2,5
"825","kirby127a_3_1_ax.img","ParietSul_R",9728,0,98,28.8671,18.0696,2,5
"826","kirby127a_3_1_ax.img","CinguSul_L",1173,1,103,45.2682,19.012,2,5
"827","kirby127a_3_1_ax.img","CinguSul_R",1419,1,133,42.3173,21.0417,2,5
"828","kirby127a_3_1_ax.img","OcciptSul_L",1934,0,112,32.0993,19.2229,2,5
"829","kirby127a_3_1_ax.img","OcciptSul_R",2054,0,120,34.54,19.996,2,5
"830","kirby127a_3_1_ax.img","TempSul_L",1139,1,97,34.5616,17.1574,2,5
"831","kirby127a_3_1_ax.img","TempSul_R",910,2,161,37.2256,16.8987,2,5
"832","kirby127a_3_1_ax.img","Caudate_tail_L",363,45,222,131.9139,34.6275,2,5
"833","kirby127a_3_1_ax.img","Caudate_tail_R",345,16,248,138.892,44.368,2,5
"834","kirby127a_3_1_ax.img","Chroid_LVetc_L",444,23,258,104.8297,35.4827,2,5
"835","kirby127a_3_1_ax.img","Chroid_LVetc_R",371,17,224,103.4401,36.2548,2,5
"836","kirby127a_3_1_ax.img","IV_ventricle",2700,3,227,64.2627,40.7481,2,5
